name,market,sectors,price_hoping,price_real,inv_comp,stock_amount,stock_fund,exec_company,listing_date,percent_newstock,percent_invest,percent_personal,percent_lock_up,capital,company_size,profit
맥스트,코스닥,소프트웨어 개발 및 공급업,"11,000 ~ 13,000 원","15,000",1587.01:1,"1,000,000 주","15,000 (백만원)",하나금융투자,2021.07.27,"신주모집 : 1,000,000 주 (100%)",(55~75%),(25~30%),39.13%,"4,266 (백만원)",중소일반,100%
큐라클,코스닥,자연과학 및 공학 연구개발업,"20,000 ~ 25,000 원","25,000",1219.27:1,"2,133,333 주","53,333 (백만원)","삼성증권,NH투자증권",2021.07.22,"구주매출 : 133,333 주 (6.25%)",(70~75%),(25~30%),7.23%,"6,677 (백만원)",중소일반,46%
에스디바이오센서,거래소,의료용 기기 제조업,"45,000 ~ 52,000 원","52,000",1143.76:1,"12,442,200 주","646,994 (백만원)","NH투자증권,한국투자증권,삼성증권,KB증권",2021.07.16,"구주매출 : 5,184,300 주 (41.67%)",(55~75%),(25~30%),12.45%,"51,635 (백만원)",중소일반,9.62%
오비고,코스닥,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","12,400 ~ 14,300 원","14,300",1123.74 :1,"2,211,820 주","31,629 (백만원)",NH투자증권,2021.07.13,"신주모집 : 2,211,820 주 (100%)",(65~75%),(25~30%),7.68%,"5,641 (백만원)",중소일반,34.27%
아모센스,코스닥,전자부품 제조업,"12,400 ~ 15,200 원","12,400",116.79:1,"2,779,858 주","34,470 (백만원)",신한금융투자,2021.06.25,"구주매출 : 555,972 주 (20%)",(65~70%),(25~30%),2.57%,"5,600 (백만원)",중소일반,-1.21%
이노뎁,코스닥,소프트웨어 개발 및 공급업,"14,000 ~ 18,000 원","18,000",1573.93:1,"1,050,000 주","18,900 (백만원)",하이투자증권,2021.06.18,"신주모집 : 1,050,000 주 (100%)",(50~75%),(25~30%),6.05%,"3,475 (백만원)",중소일반,23.33%
삼성머스트스팩5호,코스닥,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"4,000,000 주","8,000 (백만원)",삼성증권,2021.06.17,"신주모집 : 4,000,000 주 (100%)",(70~75%),(25~30%),0.00%,81 (백만원),중소일반,100%
라온테크,코스닥,특수 목적용 기계 제조업,"12,800 ~ 15,800 원","18,000",1526.2:1,"500,000 주","9,000 (백만원)",KB증권,2021.06.17,"신주모집 : 500,000 주 (100%)",(65~70%),(25~30%),8.90%,"2,443 (백만원)",중소일반,12.5%
엘비루셈,코스닥,반도체 제조업,"12,000 ~ 14,000 원","14,000",1419.23:1,"6,000,000 주","84,000 (백만원)","한국투자증권,KB증권",2021.06.11,"구주매출 : 2,000,000 주 (33.33%)",(75%),(25%),4.48%,"12,300 (백만원)",중소일반,28.57%
에이디엠코리아,코스닥,자연과학 및 공학 연구개발업,"2,900 ~ 3,300 원","3,800",1515.98:1,"4,500,000 주","17,100 (백만원)",하나금융투자,2021.06.03,"신주모집 : 4,500,000 주 (100%)",(55~60%),(25~30%),12.35%,"2,183 (백만원)",중소일반,100%
제주맥주,코스닥,알코올음료 제조업,"2,600 ~ 2,900 원","3,200",1356.43:1,"8,362,000 주","26,758 (백만원)",대신증권,2021.05.26,"신주모집 : 8,362,000 주 (100%)",(70~75%),(25~30%),5.47%,"27,997 (백만원)",중소일반,49.38%
진시스템,코스닥,의료용 기기 제조업,"16,000 ~ 20,000 원","20,000",934.07:1,"1,425,000 주","28,500 (백만원)",삼성증권,2021.05.26,"신주모집 : 1,425,000 주 (100%)",(67.62~72.62%),(25~30%),1.50%,"3,405 (백만원)",중소일반,-4.5%
삼영에스앤씨,코스닥,전자부품 제조업,"7,800 ~ 10,000 원","11,000",1762.39 :1,"1,105,000 주","12,155 (백만원)",미래에셋증권,2021.05.21,"신주모집 : 1,105,000 주 (100%)",(63.3~68.3%),(25~30%),15.27%,"2,209 (백만원)",중소일반,100%
삼성스팩4호,코스닥,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"3,700,000 주","7,400 (백만원)",삼성증권,2021.05.21,"신주모집 : 3,700,000 주 (100%)",(70~75%),(25~30%),0.00%,402 (백만원),중소일반,3.5%
NH스팩19호,거래소,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"48,000,000 주","96,000 (백만원)",NH투자증권,2021.05.21,"신주모집 : 48,000,000 주 (100%)",(75%),(25%),0.00%,"5,129 (백만원)",중소일반,3.75%
샘씨엔에스,코스닥,전자부품 제조업,"5,000 ~ 5,700 원","6,500",1537.67:1,"12,000,000 주","78,000 (백만원)",대신증권,2021.05.20,"구주매출 : 2,000,000 주 (16.67%)",(67.83~75%),(25~30%),26.07%,"25,076 (백만원)",중소일반,-1.54%
씨앤씨인터내셔널,코스닥,기타 화학제품 제조업,"35,000 ~ 47,500 원","47,500",1029.14:1,"1,480,000 주","70,300 (백만원)","NH투자증권,삼성증권,대신증권",2021.05.17,"구주매출 : 592,000 주 (40%)",(66.98~75%),(25~30%),5.28%,590 (백만원),중소일반,-0.53%
에이치피오,코스닥,건강기능식품 제조업,"22,200 ~ 25,400 원","22,200",252.13:1,"3,987,632 주","88,525 (백만원)","대신증권,키움증권",2021.05.14,"구주매출 : 996,908 주 (25%)",(67.65~72.65%),(25~30%),4.12%,"9,969 (백만원)",중소일반,-9.91%
SK아이이테크놀로지,거래소,일차전지 및 축전지 제조업,"78,000 ~ 105,000 원","105,000",1882.88:1,"21,390,000 주","2,245,950 (백만원)","미래에셋증권,한국투자증권,SK증권,삼성증권,NH투자증권",2021.05.11,"신주모집 : 21,390,000 주 (100%)",(55~75%),(25~30%),63.20%,"71,297 (백만원)",중소일반,100%
하이스팩6호,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"4,250,000 주","8,500 (백만원)",하이투자증권,2021.05.10,"신주모집 : 4,250,000 주 (100%)",(75%),(25%),0.00%,540 (백만원),중소일반,3%
쿠콘,코스닥,기타 정보 서비스업,"31,000 ~ 40,000 원","45,000",1594.61:1,"1,612,319 주","72,554 (백만원)","하나금융투자,삼성증권",2021.04.28,"구주매출 : 312,319 주 (19.37%)",(65~75%),(25~30%),30.90%,"3,972 (백만원)",중소일반,77.78%
해성티피씨,코스닥,일반 목적용 기계 제조업,"9,500 ~ 11,500 원","13,000",1508.95:1,"1,000,000 주","13,000 (백만원)",한국투자증권,2021.04.21,"신주모집 : 1,000,000 주 (100%)",(70~75%),(25~30%),16.05%,"2,315 (백만원)",중소일반,100%
이삭엔지니어링,코스닥,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","9,500 ~ 11,500 원","11,500",1427.15:1,"2,100,000 주","24,150 (백만원)",신한금융투자,2021.04.21,"신주모집 : 2,100,000 주 (100%)",(68.1~73.1%),(25~30%),20.73%,"4,144 (백만원)",중소일반,100%
유진스팩6호,코스닥,2020-11-20,"2,000 ~ 2,000 원","2,000",NaN,"2,800,000 주","5,600 (백만원)",유진증권,2021.04.08,"신주모집 : 2,800,000 주 (100%)",(70~75%),(25~30%),0.00%,302 (백만원),중소일반,2.5%
유안타스팩8호,코스닥,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"6,250,000 주","12,500 (백만원)",유안타증권,2021.04.05,"신주모집 : 6,250,000 주 (100%)",(70~75%),(25~30%),0.00%,649 (백만원),중소일반,1.5%
엔시스,코스닥,기타 전기장비 제조업,"13,000 ~ 16,500 원","19,000",1467.73:1,"2,300,000 주","43,700 (백만원)",미래에셋증권,2021.04.01,"구주매출 : 670,000 주 (29.13%)",(70~75%),(25~30%),21.73%,"1,040 (백만원)",중소일반,100%
자이언트스텝,코스닥,"영화, 비디오물, 방송프로그램 제작 및 배급업","9,000 ~ 11,000 원","11,000",1691.65:1,"1,400,000 주","15,400 (백만원)",한국투자증권,2021.03.24,"신주모집 : 1,400,000 주 (100%)",(61.1~75%),(25~30%),24.42%,"4,713 (백만원)",중소일반,100%
제노코,코스닥,통신 및 방송 장비 제조업,"27,000 ~ 33,000 원","36,000",1452.49:1,"490,000 주","17,640 (백만원)",DB금융투자,2021.03.24,"신주모집 : 490,000 주 (100%)",(64~75%),(25~30%),22.15%,"1,221 (백만원)",중소일반,80.56%
라이프시맨틱스,코스닥,소프트웨어 개발 및 공급업,"9,000 ~ 12,500 원","12,500",1402.17:1,"1,000,000 주","12,500 (백만원)",한국투자증권,2021.03.23,"신주모집 : 1,000,000 주 (100%)",(70~75%),(25~30%),3.78%,"4,888 (백만원)",중소일반,100%
SK바이오사이언스,거래소,기초 의약물질 및 생물학적 제제 제조업,"49,000 ~ 65,000 원","65,000",1275.47:1,"22,950,000 주","1,491,750 (백만원)","NH투자증권,한국투자증권,미래에셋증권,SK증권,삼성증권,하나금융투자",2021.03.18,"구주매출 : 7,650,000 주 (33.33%)",(55~75%),(25~30%),59.92%,"38,250 (백만원)",중소일반,100%
바이오다인,코스닥,의료용 기기 제조업,"22,500 ~ 28,700 원","30,000",1364.85:1,"1,000,000 주","30,000 (백만원)",대신증권,2021.03.17,"신주모집 : 1,000,000 주 (100%)",(70~75%),(25~30%),8.80%,"3,084 (백만원)",중소일반,33.33%
네오이뮨텍,코스닥,자연과학 및 공학 연구개발업,"5,400 ~ 6,400 원","7,500",1374.09:1,"15,000,000 주","112,500 (백만원)","하나금융투자,미래에셋대우",2021.03.16,"신주모집 : 15,000,000 주 (100%)",(75%),(25%),25.54%,- (백만원),중소일반,100%
디비금융스팩9호,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"4,000,000 주","8,000 (백만원)",DB금융투자,2021.03.16,"신주모집 : 4,000,000 주 (100%)",(70~75%),(25~30%),0.00%,484 (백만원),중소일반,1.25%
프레스티지바이오로직스,코스닥,의약품 제조업,"8,700 ~ 12,400 원","12,400",369.91:1,"7,350,000 주","91,140 (백만원)","미래에셋증권,유안타증권",2021.03.11,"신주모집 : 7,350,000 주 (100%)",(70~75%),(25~30%),6.50%,"21,425 (백만원)",중소일반,-2.42%
싸이버원,코스닥,소프트웨어 개발 및 공급업,"7,600 ~ 8,300 원","9,500",1303.1:1,"1,361,000 주","12,930 (백만원)",키움증권,2021.03.11,"구주매출 : 761,000 주 (55.91%)",(70~75%),(25~30%),9.70%,"2,320 (백만원)",중소일반,89.47%
나노씨엠에스,코스닥,전자부품 제조업,"14,500 ~ 18,500 원","20,000",1295.75:1,"800,000 주","16,000 (백만원)",키움증권,2021.03.09,"신주모집 : 800,000 주 (100%)",(68~75%),(25~30%),6.65%,"2,104 (백만원)",중소일반,65%
하나머스트스팩7호,코스닥,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"3,500,000 주","7,000 (백만원)",하나금융투자,2021.03.05,"신주모집 : 3,500,000 주 (100%)",(70~75%),(25~30%),0.00%,430 (백만원),중소일반,2.75%
뷰노,코스닥,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서&","15,000 ~ 19,500 원","21,000",1457.21:1,"1,800,000 주","37,800 (백만원)","미래에셋대우,삼성증권",2021.02.26,"신주모집 : 1,800,000 주 (100%)",(60.8~80%),(20~25%),23.80%,"1,112 (백만원)",중소일반,56.67%
IBKS스팩15호,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"3,200,000 주","6,400 (백만원)",IBK투자증권,2021.02.26,"신주모집 : 3,200,000 주 (100%)",(75%),(25%),0.00%,352 (백만원),중소일반,3%
유일에너테크,코스닥,특수 목적용 기계 제조업,"11,000 ~ 14,000 원","16,000",1427.69:1,"2,415,200 주","38,643 (백만원)",신영증권,2021.02.25,"구주매출 : 697,050 주 (28.86%)",(72.5~77.5%),(20~25%),61.06%,"5,295 (백만원)",중소일반,100%
씨이랩,코스닥,소프트웨어 개발 및 공급업,"23,000 ~ 31,000 원","35,000",1371.37:1,"650,000 주","22,750 (백만원)",아이비케이투자증권,2021.02.24,"신주모집 : 650,000 주 (100%)",(75~80%),(20~25%),12.97%,"1,478 (백만원)",중소일반,33.14%
오로스테크놀로지,코스닥,특수 목적용 기계 제조업,"17,000 ~ 21,000 원","21,000",1260:1,"1,900,000 주","39,900 (백만원)",키움증권,2021.02.24,"신주모집 : 1,900,000 주 (100%)",(55~75%),(25~30%),37.12%,"4,654 (백만원)",중소일반,100%
피엔에이치테크,코스닥,기초화학물질 제조업,"14,000 ~ 17,000 원","18,000",1454.47:1,"688,000 주","12,384 (백만원)",한국투자증권,2021.02.16,"구주매출 : 188,000 주 (27.33%)",(70~75%),(25~30%),9.58%,"1,997 (백만원)",중소일반,13.89%
하나금융스팩17호,코스닥,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"6,000,000 주","12,000 (백만원)",하나금융투자,2021.02.10,"신주모집 : 6,000,000 주 (100%)",(75~80%),(20~25%),0.00%,681 (백만원),중소일반,2.25%
프레스티지바이오파마,거래소,자연과학 및 공학 연구개발업,"25,000 ~ 32,000 원","32,000",819.76:1,"15,341,640 주","490,932 (백만원)","삼성증권,KB증권",2021.02.05,"구주매출 : 1,341,640 주 (8.75%)",(80%),(20%),19.31%,- (백만원),중소일반,-10%
아이퀘스트,코스닥,소프트웨어 개발 및 공급업,"9,200 ~ 10,600 원","11,000",1504.02:1,"2,000,000 주","22,000 (백만원)",미래에셋대우,2021.02.05,"신주모집 : 2,000,000 주 (100%)",(75~80%),(20~25%),18.70%,986 (백만원),중소일반,100%
신한스팩7호,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"4,000,000 주","8,000 (백만원)",신한금융투자,2021.02.04,"신주모집 : 4,000,000 주 (100%)",(75~80%),(20~25%),0.00%,455 (백만원),중소일반,1%
와이더플래닛,코스닥,소프트웨어 개발 및 공급업,"12,000 ~ 15,000 원","16,000",1449.22:1,"1,000,000 주","16,000 (백만원)",한국투자증권,2021.02.03,"신주모집 : 1,000,000 주 (100%)",(75%),(20%),9.59%,"3,381 (백만원)",중소일반,55.63%
레인보우로보틱스,코스닥,특수 목적용 기계 제조업,"7,000 ~ 9,000 원","10,000",1489.9:1,"2,650,000 주","26,500 (백만원)","미래에셋대우,대신증권",2021.02.03,"신주모집 : 2,650,000 주 (100%)",(70%),(20%),19.90%,"7,922 (백만원)",중소일반,100%
솔루엠,거래소,기타 전자부품 제조업,"13,700 ~ 15,500 원","17,000",1167.55:1,"6,400,000 주","108,800 (백만원)","미래에셋대우,케이비증권,하나금융투자,신한금융투자,삼성증권",2021.02.02,"신주모집 : 6,400,000 주 (100%)",(60~80%),(20~25%),20.79%,"23,166 (백만원)",중소일반,100%
핑거,코스닥,소프트웨어 개발 및 공급업,"13,000 ~ 15,000 원","16,000",1453.12:1,"1,300,000 주","20,800 (백만원)",대신증권,2021.01.29,"구주매출 : 300,000 주 (23.08%)",(60%),(20%),12.64%,"4,419 (백만원)",중소일반,100%
씨앤투스성진,코스닥,기타 섬유제품 제조업,"26,000 ~ 32,000 원","32,000",1010.02:1,"1,600,000 주","51,200 (백만원)",미래에셋대우,2021.01.28,"신주모집 : 1,600,000 주 (100%)",(75~80%),(20~25%),1.70%,"4,732 (백만원)",중소일반,-0.94%
모비릭스,코스닥,소프트웨어 개발 및 공급업,"10,500 ~ 14,000 원","14,000",1407.53:1,"1,800,000 주","25,200 (백만원)","한국투자증권,KB증권,신영증권",2021.01.28,"신주모집 : 1,800,000 주 (100%)",(74.3%),(20%),5.73%,927 (백만원),중소일반,100%
선진뷰티사이언스,코스닥,기타 화학제품 제조업,"10,100 ~ 11,500 원","11,500",1431:1,"1,835,000 주","21,103 (백만원)","신한금융투자,삼성증권",2021.01.27,"구주매출 : 610,000 주 (33.24%)",(70%),(20%),17.83%,"3,057 (백만원)",중소일반,100%
엔비티,코스닥,광고업,"13,200 ~ 17,600 원","19,000",1425.3:1,"832,000 주","15,808 (백만원)",미래에셋대우,2021.01.21,"신주모집 : 832,000 주 (100%)",(70%),(20%),10.70%,831 (백만원),중소일반,100%
한국스팩9호,코스닥,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"4,000,000 주","8,000 (백만원)",한국투자증권,2021.01.21,"신주모집 : 4,000,000 주 (100%)",(80%),(20%),0.00%,481 (백만원),중소일반,1%
유안타스팩7호,코스닥,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,- 주,"8,700 (백만원)",유안타증권,2020.12.28,신주모집 : - 주 (100%),(80%),(20%),0.00%,115 (백만원),중소일반,0.5%
지놈앤컴퍼니,코스닥,기초 의약물질 및 생물학적 제제 제조업,"36,000 ~ 40,000 원","40,000",1163.49:1,"2,000,000 주","80,000 (백만원)",한국투자증권,2020.12.23,"구주매출 : 193,740 주 (9.69%)",(72.5%),(20%),9.08%,"6,930 (백만원)",중소일반,100%
대신밸런스스팩9호,코스닥,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"3,500,000 주","7,000 (백만원)",대신증권,2020.12.23,"신주모집 : 3,500,000 주 (100%)",(80%),(20%),0.00%,421 (백만원),중소일반,1%
석경에이티,코스닥,기초 화학물질 제조업,"8,000 ~ 10,000 원","10,000",1390.29:1,"1,000,000 주","10,000 (백만원)",한국투자증권,2020.12.23,"신주모집 : 1,000,000 주 (100%)",(80%),(20%),6.68%,"2,727 (백만원)",중소일반,100%
이에스알켄달스퀘어리츠,거래소,부동산 임대 및 공급업,"5,000 ~ 5,000 원","5,000",NaN,"71,459,000 주","357,295 (백만원)","한국투자증권, 씨티증권, 모간스탠리",2020.12.23,"신주모집 : 71,459,000 주 (100%)",(75%),(25%),0.00%,"143,259 (백만원)",중소일반,-0.6%
프리시젼바이오,코스닥,의료용 기기 제조업,"10,500 ~ 12,500 원","12,500",1231.23:1,"1,500,000 주","18,750 (백만원)",한국투자증권,2020.12.22,"신주모집 : 1,500,000 주 (100%)",(80%),(20%),1.62%,"5,621 (백만원)",중소일반,100%
알체라,코스닥,소프트웨어 개발 및 공급업,"8,000 ~ 10,000 원","10,000",1315.61:1,"2,000,000 주","20,000 (백만원)","신영증권,NH투자증권",2020.12.21,"신주모집 : 2,000,000 주 (100%)",(75%),(20%),3.88%,"6,684 (백만원)",중소일반,100%
엔에이치스팩18호,코스닥,금융 지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"3,500,000 주","7,000 (백만원)",NH투자증권,2020.12.21,"신주모집 : 3,500,000 주 (100%)",(80%),(20%),0.00%,460 (백만원),중소일반,1.25%
에프앤가이드,코스닥,기타 정보 서비스업,"5,200 ~ 6,500 원","7,000",1327.98:1,"1,626,190 주","11,383 (백만원)","신영증권,삼성증권",2020.12.17,"구주매출 : 637,741 주 (39.22%)",(70%),(20%),7.60%,"6,018 (백만원)",중소일반,100%
에이치엠씨아이비스팩5호,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"5,000,000 주","10,000 (백만원)",현대차증권,2020.12.16,"신주모집 : 5,000,000 주 (100%)",(80%),(20%),0.00%,511 (백만원),중소일반,0%
티엘비,코스닥,전자부품 제조업,"33,200 ~ 38,000 원","38,000",1318.82:1,"1,000,000 주","38,000 (백만원)",DB금융투자,2020.12.14,"구주매출 : 110,000 주 (11%)",(77%),(20%),6.10%,"2,458 (백만원)",중소일반,99.74%
인바이오,코스닥,"비료, 농약 및 살균, 살충제 제조업","5,100 ~ 5,800 원","5,800",1386.04:1,"1,630,000 주","9,454 (백만원)",한국투자증권,2020.12.11,"신주모집 : 1,630,000 주 (100%)",(80%),(20%),8.23%,"5,042 (백만원)",중소일반,100%
엔젠바이오,코스닥,"기타 전문, 과학 및 기술 서비스업","10,500 ~ 14,000 원","14,000",1006.96:1,"2,444,000 주","34,216 (백만원)",삼성증권,2020.12.10,"신주모집 : 2,444,000 주 (100%)",(80%),(20%),3.33%,"12,215 (백만원)",중소일반,100%
퀀타매트릭스,코스닥,의료용 기기 제조업,"19,700 ~ 25,500 원","25,500",185.56:1,"1,707,000 주","43,529 (백만원)",미래에셋대우,2020.12.09,"신주모집 : 1,707,000 주 (100%)",(80%),(20%),4.60%,"7,294 (백만원)",중소일반,-1.76%
디비금융스팩8호,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"5,000,000 주","10,000 (백만원)",DB금융투자,2020.12.09,"신주모집 : 5,000,000 주 (100%)",(80%),(20%),0.00%,605 (백만원),중소일반,-0.75%
